quote_id,num_feature_1,num_feature_2,num_feature_3,num_feature_4,num_feature_5,num_feature_6,num_feature_7,num_feature_8,num_feature_9,num_feature_10,num_feature_11,num_feature_12,geo_feature_1,geo_feature_2,geo_feature_3,geo_feature_4,geo_feature_5,geo_feature_6,geo_feature_7,geo_feature_8,geo_feature_9,cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,comp_1_price,comp_2_price,comp_3_price,comp_4_price,comp_5_price,market_min,market_median,market_max,own_price,scoring,model_version,converted
Q00212,35,4,0.267,8,4,115.0,3.8,13,19,81.0,4,13.1,-1.5422,-0.4072,-0.5601,0.3318,0.9711,1.5844,0.3902,-0.8452,0.241,region_B,standard,tariff_2,imported,electric,manual,SOHC,gen_4,F,7740.98,7738.54,10068.68,10466.56,7263.49,7263.49,7740.98,10466.56,6983.13,1.0,1,0
Q00213,51,0,0.141,2,4,133.0,4.9,19,14,78.2,4,12.7,-1.0277,1.7246,1.3331,1.7137,-0.0856,1.331,1.3258,-0.2401,0.9082,region_D,commercial,tariff_1,domestic,electric,hydraulic,DOHC,gen_2,M,11837.09,12029.89,13694.53,16669.51,11711.23,11711.23,12029.89,16669.51,11815.06,0.8,1,0
Q00214,27,8,0.143,3,4,82.0,1.5,18,19,87.7,8,11.3,-2.0187,-2.1242,0.5801,0.093,2.6264,2.3248,-1.8887,0.5936,1.1875,region_H,special,tariff_2,domestic,diesel,manual,DOHC,gen_2,M,5620.19,7514.3,7799.47,8749.42,8657.53,5620.19,7799.47,8749.42,7686.94,0.6,3,0
Q00215,49,12,0.281,3,4,262.0,1.9,19,13,60.7,8,12.3,-0.1751,0.1348,-0.8922,1.0774,-0.5174,1.2173,-0.2345,1.5183,1.4123,region_E,special,tariff_3,imported,gasoline,hydraulic,DOHC,gen_3,M,4597.33,5569.91,7417.58,5328.91,7199.49,4597.33,5569.91,7417.58,6101.1,0.4,2,1
Q00216,24,15,0.018,9,4,127.0,3.4,13,16,70.8,4,10.5,1.6096,1.4294,1.8829,0.4287,1.0025,-0.6694,0.3392,-1.2939,-1.3148,region_G,standard,tariff_2,domestic,gasoline,electric,DOHC,gen_3,M,7335.77,6646.05,8000.64,9171.68,8935.13,6646.05,8000.64,9171.68,8740.44,0.4,3,1
Q00217,53,7,0.065,0,2,256.0,2.6,16,18,91.1,16,12.7,-0.1171,-0.8903,0.0974,-0.5492,0.7619,0.8473,-0.0263,-1.3681,-1.163,region_C,standard,tariff_2,domestic,diesel,electric,SOHC,gen_4,M,14002.45,18658.47,16122.98,13542.53,13765.02,13542.53,14002.45,18658.47,12515.85,1.0,3,1
Q00218,52,14,0.176,3,4,152.0,3.2,15,15,96.4,8,13.0,0.6436,-0.1592,-1.0941,0.1812,-0.6998,0.7104,-0.9392,-0.946,-0.2896,region_H,special,tariff_4,imported,flex,manual,DOHC,gen_1,F,5621.19,6653.71,9776.62,9577.88,10084.94,5621.19,9577.88,10084.94,10371.32,0.0,2,0
Q00219,24,15,0.059,3,4,263.0,5.2,17,17,77.5,4,8.8,2.3523,-0.403,-0.8303,0.5032,-0.4244,1.9203,-1.2994,-1.5375,0.0803,region_F,special,tariff_1,imported,flex,hydraulic,SOHC,gen_1,F,11010.31,11104.69,11494.77,13483.18,13883.04,11010.31,11494.77,13883.04,11802.87,0.4,2,1
Q00220,58,13,0.204,3,4,164.0,3.5,19,18,63.3,16,9.4,0.4041,-0.6838,1.4878,-0.0322,1.0181,-0.9672,0.8063,-1.4664,-0.2384,region_E,special,tariff_6,domestic,electric,hydraulic,DOHC,gen_2,F,3635.53,5394.49,4875.33,5912.83,7802.46,3635.53,5394.49,7802.46,4768.16,0.8,2,1
Q00221,41,7,0.064,2,4,209.0,2.9,14,18,91.9,4,9.6,-0.7652,0.2446,1.825,0.4129,0.1448,0.558,-0.7569,-0.9727,-0.5526,region_E,commercial,tariff_2,imported,flex,manual,DOHC,gen_3,M,8320.82,9606.21,7297.69,8106.2,10644.97,7297.69,8320.82,10644.97,8084.48,0.8,1,0
Q00222,60,5,0.03,10,4,198.0,5.5,19,16,95.4,2,9.0,-0.6276,-1.2954,1.0095,0.8654,0.3381,-0.6811,-1.7549,1.2335,-0.3044,region_E,special,tariff_5,imported,flex,electric,DOHC,gen_4,F,6967.19,7971.58,9761.78,13920.83,9428.04,6967.19,9428.04,13920.83,10306.18,0.2,2,0
Q00223,22,15,0.062,4,4,190.0,1.3,17,19,76.5,4,10.4,0.0007,-0.111,1.3193,-0.0234,-1.636,0.5125,0.8566,-0.3121,0.4833,region_B,commercial,tariff_4,domestic,flex,manual,DOHC,gen_3,M,6630.49,8865.33,6148.39,8289.46,10160.17,6148.39,8289.46,10160.17,8007.42,0.6,3,0
Q00224,29,3,0.127,4,4,171.0,5.2,19,18,69.7,4,9.2,-0.6329,0.516,1.2166,-2.9439,0.656,-0.2147,0.459,0.0314,-1.3296,region_C,special,tariff_5,imported,electric,manual,DOHC,gen_4,F,12039.86,12534.98,12655.14,25713.55,15791.95,12039.86,12655.14,25713.55,13191.05,0.4,3,0
Q00225,45,6,0.053,4,4,135.0,3.3,13,15,61.8,4,11.6,-0.5581,-0.2151,0.5569,1.6783,0.2873,0.4795,-0.1159,-0.9555,2.3434,region_F,standard,tariff_2,domestic,flex,manual,SOHC,gen_1,F,13701.32,12284.53,10293.21,15399.29,15776.32,10293.21,13701.32,15776.32,13917.24,0.4,3,0
Q00226,29,1,0.04,10,4,319.0,3.3,20,18,83.6,16,8.6,0.9853,-1.0002,0.329,-0.2976,-0.0639,-1.4103,-0.9146,0.6335,0.021,region_D,standard,tariff_2,domestic,flex,electric,DOHC,gen_3,M,17284.51,25302.27,19981.41,24263.52,23154.88,17284.51,23154.88,25302.27,23654.25,0.4,3,0
Q00227,36,12,0.258,3,2,103.0,5.1,16,20,96.4,4,9.6,1.0262,1.0302,0.5399,-0.8233,0.3609,0.7932,-0.1134,1.8758,1.0508,region_G,standard,tariff_1,imported,diesel,hydraulic,DOHC,gen_4,M,5275.47,5614.51,5655.29,8145.16,7062.71,5275.47,5655.29,8145.16,5629.23,0.6,1,0
Q00228,53,10,0.096,3,4,149.0,3.3,15,19,87.1,4,12.0,-1.6469,0.7303,0.736,-1.1241,-0.4092,0.2061,1.2156,-0.8876,-0.58,region_E,standard,tariff_2,imported,gasoline,manual,SOHC,gen_3,M,6001.81,7286.38,4917.48,8234.05,7044.34,4917.48,7044.34,8234.05,7014.49,0.6,2,0
Q00229,27,1,0.108,3,4,149.0,3.0,14,18,72.7,4,10.4,-0.8182,-1.0412,-0.7416,-0.3364,-0.5919,0.1522,-1.6147,1.7247,0.5743,region_A,standard,tariff_4,imported,diesel,hydraulic,SOHC,gen_2,F,17843.45,16539.33,10947.78,20331.0,14565.5,10947.78,16539.33,20331.0,18137.61,0.2,1,0
Q00230,54,3,0.017,3,4,174.0,2.2,20,19,85.7,2,10.5,-0.464,-1.2941,0.732,-0.5627,-0.2419,1.9502,-1.564,0.3644,0.1001,region_F,commercial,tariff_4,domestic,diesel,manual,DOHC,gen_4,F,16368.32,17232.83,14244.97,24055.1,15103.04,14244.97,16368.32,24055.1,16029.76,0.6,2,0
Q00231,25,8,0.107,0,4,125.0,4.0,20,19,93.3,8,12.8,0.5991,-0.9519,1.4586,-0.737,-0.4642,-0.3825,-0.6278,0.0169,0.8568,region_E,standard,tariff_5,imported,gasoline,manual,DOHC,gen_4,M,5646.7,6356.48,5768.09,5715.57,4768.24,4768.24,5715.57,6356.48,5292.27,0.8,3,0
Q00232,28,8,0.079,6,4,168.0,3.6,14,15,79.0,4,13.9,1.1431,0.5453,-0.2064,-0.6821,2.1805,0.3423,-0.0266,0.4001,-0.1986,region_C,commercial,tariff_6,domestic,electric,electric,SOHC,gen_2,M,8904.39,17255.49,11928.49,16610.66,11223.5,8904.39,11928.49,17255.49,11698.69,0.6,3,0
Q00233,49,12,0.183,0,4,139.0,2.0,16,18,92.8,16,11.4,2.702,0.2756,-0.3132,0.5297,0.9119,0.1003,-0.4963,0.3905,1.5516,region_G,commercial,tariff_5,domestic,gasoline,hydraulic,SOHC,gen_3,F,6279.15,7961.52,7509.62,10560.8,8938.38,6279.15,7961.52,10560.8,8406.56,0.4,3,1
Q00234,60,4,0.062,2,4,79.0,4.2,18,14,75.7,8,8.5,-0.4657,0.7901,0.4765,2.0304,-0.9685,0.198,0.6428,1.8571,-1.4921,region_C,standard,tariff_3,imported,electric,electric,DOHC,gen_4,F,10259.73,10713.14,10692.66,12575.48,13565.56,10259.73,10713.14,13565.56,10649.48,0.8,2,0
Q00235,28,14,0.267,2,4,149.0,3.9,17,15,73.9,4,8.6,-0.4157,-0.3262,-0.6497,0.8206,2.0363,2.2218,1.0888,0.5202,0.9494,region_A,commercial,tariff_3,imported,electric,hydraulic,SOHC,gen_1,F,5408.42,6791.94,7580.55,11883.16,8997.81,5408.42,7580.55,11883.16,8002.81,0.4,2,0
Q00236,35,7,0.279,3,2,96.0,2.8,14,20,83.3,4,13.8,0.5886,-0.9247,-1.3168,1.1226,-0.4329,0.0638,0.2788,0.5411,0.1187,region_A,special,tariff_6,domestic,gasoline,electric,DOHC,gen_1,F,6923.26,8089.01,8712.57,13057.49,8087.93,6923.26,8089.01,13057.49,7583.84,0.8,1,0
Q00237,67,13,0.03,8,4,74.0,1.0,15,15,78.6,4,12.1,-0.6822,0.9188,1.1477,-0.3774,0.0295,-0.5673,0.5604,-0.4215,-1.0183,region_H,commercial,tariff_5,imported,flex,electric,DOHC,gen_3,M,7931.85,8285.98,4786.41,9918.51,6659.1,4786.41,7931.85,9918.51,8089.4,0.4,2,0
Q00238,70,3,0.032,6,4,157.0,3.0,15,19,99.1,16,12.5,-0.141,-0.5534,-0.451,0.1047,0.8974,1.8709,0.2721,0.8391,1.9521,region_D,standard,tariff_3,imported,gasoline,electric,SOHC,gen_4,F,12071.89,12719.84,10569.61,14664.56,13981.47,10569.61,12719.84,14664.56,13832.04,0.4,1,1
Q00239,49,0,0.035,10,4,180.0,1.0,15,16,80.7,8,12.1,-0.415,0.1865,0.0184,0.4265,-1.97,-0.3077,0.0095,-0.9568,1.8487,region_D,special,tariff_5,imported,diesel,hydraulic,DOHC,gen_1,M,11217.67,10602.68,16588.13,15128.0,14048.75,10602.68,14048.75,16588.13,14147.54,0.4,3,1
Q00240,42,0,0.186,3,2,183.0,1.3,20,14,75.4,4,9.1,-2.6217,-1.5499,-0.6101,-0.6596,-0.237,-1.6052,-1.2936,0.109,-2.0739,region_C,commercial,tariff_1,imported,flex,manual,SOHC,gen_3,M,19806.62,16699.1,15319.57,21099.64,11240.86,11240.86,16699.1,21099.64,17247.44,0.4,2,0
Q00241,37,5,0.037,10,4,186.0,2.9,14,13,75.8,4,10.7,0.1232,-0.5698,1.2768,-0.4257,-0.5733,-0.7408,-1.028,2.8833,0.1768,region_F,commercial,tariff_5,domestic,flex,hydraulic,SOHC,gen_3,M,18345.11,12515.04,17549.82,23483.52,12432.29,12432.29,17549.82,23483.52,18302.95,0.4,3,0
Q00242,51,15,0.256,0,4,69.0,1.4,18,17,81.9,8,12.8,-0.1824,1.0094,0.8532,0.8546,0.2051,-1.2466,-1.3509,-2.5042,0.7057,region_E,standard,tariff_6,domestic,electric,manual,DOHC,gen_4,M,3255.97,3867.95,2482.91,2842.21,4683.44,2482.91,3255.97,4683.44,3443.26,0.4,3,0
Q00243,50,0,0.226,5,4,86.0,2.2,20,16,74.2,4,13.2,1.2712,-0.7163,-0.2407,1.0903,0.37,-1.8,-0.1485,0.2331,0.4417,region_H,standard,tariff_4,imported,diesel,hydraulic,DOHC,gen_4,M,11550.21,10440.98,9286.98,15364.52,15763.22,9286.98,11550.21,15763.22,11135.21,0.6,1,0
Q00244,35,5,0.246,8,4,327.0,3.9,19,17,88.9,8,9.4,0.0055,0.8145,-1.1799,0.0674,-0.0773,-0.363,0.2323,0.2716,1.5155,region_H,standard,tariff_4,imported,electric,electric,DOHC,gen_1,M,12064.37,17064.18,13224.06,16641.47,17820.02,12064.37,16641.47,17820.02,17148.09,0.2,2,0
Q00245,21,1,0.158,5,4,98.0,2.4,19,13,75.2,8,11.6,-1.2547,-2.331,-0.3469,-1.1952,-0.1236,-0.0702,-1.4493,-0.2281,1.3076,region_H,special,tariff_1,domestic,diesel,manual,DOHC,gen_3,M,11429.04,9621.14,11390.86,9970.15,12201.87,9621.14,11390.86,12201.87,11161.68,0.6,3,0
Q00246,27,14,0.299,10,4,189.0,5.5,14,15,75.4,4,8.9,-0.2581,-0.5594,0.5702,-0.2956,1.0651,1.1805,0.0726,-0.2045,0.2652,region_C,standard,tariff_4,domestic,flex,electric,DOHC,gen_3,M,6638.4,7401.46,7945.77,10730.17,6852.9,6638.4,7401.46,10730.17,7207.76,0.6,3,0
Q00247,68,10,0.013,3,4,113.0,5.1,14,13,84.7,4,13.7,-2.0911,-0.1714,0.1886,-1.4413,0.3015,0.6294,-0.8752,0.0914,2.2771,region_E,commercial,tariff_2,imported,gasoline,hydraulic,DOHC,gen_2,M,4296.23,5867.41,6574.64,8889.42,6547.01,4296.23,6547.01,8889.42,6508.04,0.6,1,0
Q00248,41,12,0.12,0,4,153.0,3.6,19,15,62.4,4,9.5,-1.2109,1.7425,0.1091,0.0752,0.0414,0.5838,-1.0692,-0.252,0.9368,region_C,special,tariff_6,imported,gasoline,electric,SOHC,gen_1,M,12961.85,7082.04,8774.94,10503.22,11155.09,7082.04,10503.22,12961.85,10270.84,0.6,3,1
Q00249,44,11,0.097,8,4,115.0,5.4,18,20,86.2,4,12.4,0.6355,-1.1691,0.2117,0.2554,0.1479,-0.8932,-0.6253,0.222,-0.3514,region_F,commercial,tariff_2,domestic,diesel,electric,SOHC,gen_2,M,6398.73,11452.88,11627.47,9378.44,11762.96,6398.73,11452.88,11762.96,10149.64,0.6,2,0
Q00250,43,10,0.285,0,4,186.0,4.9,18,14,80.2,16,9.4,-0.2473,0.671,0.7588,-0.2707,1.8359,0.8849,-1.1205,-0.4876,-0.5523,region_F,standard,tariff_2,domestic,diesel,manual,DOHC,gen_3,F,9439.31,7596.25,13367.33,16759.4,12448.61,7596.25,12448.61,16759.4,13171.61,0.4,1,0
Q00251,59,12,0.173,8,2,157.0,2.4,16,18,78.1,8,11.7,0.9225,1.0569,-0.0419,0.2417,0.1727,1.3912,0.6067,2.0224,1.2433,region_C,special,tariff_3,imported,diesel,electric,SOHC,gen_3,M,8348.19,10990.3,7145.19,9676.43,12117.01,7145.19,9676.43,12117.01,9872.29,0.4,1,0
Q00252,23,0,0.242,8,4,124.0,4.4,17,13,88.8,8,12.0,-1.9669,-0.7215,0.45,0.4169,-0.5144,0.3946,-0.168,-0.252,-0.793,region_G,standard,tariff_5,domestic,electric,manual,DOHC,gen_3,F,11552.8,12927.38,11695.92,17853.73,18358.24,11552.8,12927.38,18358.24,11802.95,0.6,2,0
Q00253,24,13,0.051,9,4,98.0,1.6,13,17,90.3,4,10.0,-0.2425,-0.3735,-0.9869,0.2569,-1.909,0.4225,0.8152,0.5696,-0.4097,region_C,special,tariff_6,domestic,gasoline,electric,DOHC,gen_3,M,6912.51,7710.54,8936.9,7363.88,8027.49,6912.51,7710.54,8936.9,7268.83,0.8,2,1
Q00254,34,11,0.294,5,4,165.0,4.1,15,20,93.9,4,12.9,-0.4755,0.1416,2.5539,-1.2015,-1.4339,-1.2647,-0.4435,-0.669,-0.2396,region_H,special,tariff_3,domestic,diesel,hydraulic,SOHC,gen_4,M,7191.37,8830.19,8931.46,10821.0,14856.0,7191.37,8931.46,14856.0,9169.47,0.4,2,0
Q00255,44,11,0.15,9,4,91.0,3.2,17,15,75.0,8,13.3,0.9558,-1.4815,-0.2839,-0.2533,-0.467,1.0544,-0.4057,0.9331,0.3557,region_G,commercial,tariff_2,domestic,diesel,electric,DOHC,gen_3,F,6484.87,7619.1,6476.76,9334.99,5404.7,5404.7,6484.87,9334.99,6512.91,0.4,1,0
Q00256,54,6,0.148,1,4,176.0,1.1,14,14,73.1,4,13.1,0.6728,-0.4551,0.2036,0.4098,-0.1084,1.7808,1.8734,0.7335,-0.1935,region_A,standard,tariff_5,imported,diesel,manual,SOHC,gen_1,M,11103.65,10780.4,11749.92,16404.78,10881.91,10780.4,11103.65,16404.78,11699.04,0.4,1,0
Q00257,45,12,0.291,4,4,424.0,2.2,14,17,88.6,4,10.0,0.6423,1.2761,0.5665,1.5787,-0.5556,0.323,-1.6231,0.4193,-1.317,region_D,commercial,tariff_4,domestic,gasoline,hydraulic,SOHC,gen_2,M,9666.61,11606.67,8012.92,17412.74,12321.0,8012.92,11606.67,17412.74,11576.67,0.6,3,0
Q00258,42,6,0.114,1,4,255.0,5.3,13,15,83.3,4,12.5,1.5414,0.5227,-0.4108,-0.2719,0.3511,-0.5944,1.2845,-1.0273,1.1621,region_D,standard,tariff_3,domestic,flex,electric,SOHC,gen_1,M,11418.92,15000.72,12694.95,13743.74,15684.95,11418.92,13743.74,15684.95,14880.52,0.4,1,0
Q00259,67,0,0.119,8,4,198.0,2.4,14,20,85.3,4,11.4,-0.3681,-0.1568,0.0078,0.5508,-0.5685,-0.162,1.6545,-0.7524,-0.4044,region_G,special,tariff_6,imported,gasoline,hydraulic,SOHC,gen_4,F,11043.49,13443.65,11868.17,21175.41,16663.94,11043.49,13443.65,21175.41,12080.32,0.6,1,0
Q00260,28,14,0.175,7,2,143.0,1.8,20,19,82.2,8,11.6,1.3351,0.1131,-0.0043,0.8782,-0.9145,-0.4204,0.7658,1.6862,2.0199,region_F,special,tariff_3,imported,gasoline,manual,SOHC,gen_4,F,10891.95,9177.78,9152.91,8158.33,8521.77,8158.33,9152.91,10891.95,9401.55,0.2,1,0
Q00261,49,3,0.038,8,4,68.0,1.8,18,18,90.9,4,10.9,-1.0442,0.5809,-0.914,-0.1966,0.6126,-0.3604,-0.3305,-0.7635,0.304,region_A,special,tariff_4,imported,electric,electric,SOHC,gen_4,F,9415.27,6062.23,7706.84,9182.9,15621.89,6062.23,9182.9,15621.89,8899.81,0.6,2,1
Q00262,47,1,0.096,8,4,87.0,3.2,20,18,67.6,8,11.6,-1.0809,0.7724,0.4386,1.1484,1.3694,0.648,1.4269,0.6409,1.2672,region_G,special,tariff_6,domestic,diesel,manual,SOHC,gen_1,M,10049.27,7779.39,10982.65,12004.21,10787.24,7779.39,10787.24,12004.21,10287.17,0.6,2,0
Q00263,44,9,0.058,3,4,248.0,4.8,15,17,82.2,4,8.8,0.7527,-0.5564,-1.6492,1.2022,-1.1072,0.2795,-0.3218,-0.9447,0.6309,region_B,standard,tariff_2,imported,electric,manual,SOHC,gen_3,M,8112.65,11431.27,10594.74,13449.85,9287.25,8112.65,10594.74,13449.85,11722.8,0.2,3,0
Q00264,61,3,0.031,0,4,108.0,4.4,17,18,66.3,4,10.5,-1.5047,1.5347,1.7527,1.3804,0.2437,1.0039,-0.7058,1.0084,1.3151,region_C,standard,tariff_6,imported,diesel,manual,SOHC,gen_1,F,9173.24,11595.78,12276.3,20455.22,18312.62,9173.24,12276.3,20455.22,13348.19,0.4,2,0
Q00265,33,13,0.26,10,4,112.0,3.0,20,16,76.3,4,9.1,0.5728,1.3163,0.793,0.4584,-1.905,0.3709,-0.3883,-0.6864,0.5703,region_B,commercial,tariff_6,imported,gasoline,electric,DOHC,gen_2,M,5622.49,4698.61,4736.5,9263.18,6897.26,4698.61,5622.49,9263.18,5195.7,0.6,1,1
Q00266,68,7,0.177,5,4,139.0,1.9,15,20,86.6,8,9.7,0.1013,0.6773,0.6391,2.3601,-1.4745,-0.8641,-0.5702,-0.9632,0.2352,region_B,commercial,tariff_3,domestic,electric,manual,DOHC,gen_2,F,7038.48,8162.34,7685.8,9353.47,10842.97,7038.48,8162.34,10842.97,7295.38,0.8,1,0
Q00267,36,0,0.108,1,4,97.0,1.2,18,15,79.7,4,8.8,1.0719,-0.843,-1.7366,-0.6153,-0.5888,-0.5007,-0.9466,-0.7123,1.0932,region_E,special,tariff_3,domestic,diesel,electric,SOHC,gen_2,M,7834.31,7421.33,9548.53,10187.67,8919.84,7421.33,8919.84,10187.67,9706.05,0.2,3,1
Q00268,47,15,0.123,10,4,91.0,3.1,18,13,75.2,4,9.3,-0.0594,-1.0202,-0.7925,2.1241,1.1349,-0.5628,1.11,-0.5538,2.486,region_A,commercial,tariff_1,imported,gasoline,manual,SOHC,gen_2,M,4351.76,5285.29,5666.73,9053.66,5325.95,4351.76,5325.95,9053.66,4903.24,0.8,1,0
Q00269,46,8,0.129,10,4,145.0,4.7,19,18,95.4,4,12.7,0.056,-0.3266,1.3893,0.7683,-0.7787,-0.1865,-0.7734,0.4047,-0.2698,region_A,special,tariff_1,domestic,gasoline,manual,DOHC,gen_2,F,11632.83,7457.93,9740.85,13910.26,10989.38,7457.93,10989.38,13910.26,12118.87,0.2,1,0
Q00270,63,4,0.19,4,4,104.0,4.3,20,18,90.9,8,11.3,0.5093,0.0608,4.1512,1.3404,-0.8161,1.7947,-0.0296,0.0694,0.7949,region_G,commercial,tariff_6,domestic,electric,hydraulic,SOHC,gen_1,M,10187.26,6913.88,8634.3,11563.44,8106.99,6913.88,8634.3,11563.44,8172.86,0.6,1,0
Q00271,42,10,0.278,8,4,110.0,2.8,17,20,81.1,8,8.1,-0.6626,-1.7685,1.1947,-0.32,0.0361,1.9549,-1.4438,-1.0952,-0.0052,region_C,standard,tariff_3,domestic,diesel,manual,DOHC,gen_4,M,6700.69,8834.75,9002.94,9487.36,8729.58,6700.69,8834.75,9487.36,8647.43,0.8,3,0
Q00272,34,8,0.28,0,4,109.0,3.7,17,16,98.0,4,12.7,-0.7062,0.4947,1.0369,0.8445,0.0371,0.8366,0.0308,-0.0279,0.5061,region_F,standard,tariff_5,imported,gasoline,manual,SOHC,gen_2,M,8588.42,8323.66,8822.68,10653.31,10915.2,8323.66,8822.68,10915.2,7859.21,1.0,3,0
Q00273,21,0,0.117,1,4,183.0,3.0,19,16,77.0,16,13.5,0.4744,1.2875,0.525,1.427,-0.7851,0.1188,-1.1559,-1.1435,0.0422,region_H,commercial,tariff_2,domestic,flex,manual,SOHC,gen_4,M,15827.42,18761.2,13302.1,18362.61,20660.82,13302.1,18362.61,20660.82,18528.01,0.4,2,1
Q00274,38,12,0.099,3,4,135.0,3.6,18,17,91.5,2,13.3,-0.0293,0.5765,-0.8475,-1.0874,1.9862,-1.3617,-1.1805,0.6436,-2.1577,region_A,standard,tariff_2,domestic,electric,hydraulic,DOHC,gen_1,M,5883.06,7875.57,8257.24,9686.57,9046.74,5883.06,8257.24,9686.57,7640.4,0.8,1,0
Q00275,62,6,0.135,7,4,138.0,3.3,15,16,66.7,4,12.9,-0.4073,-0.6761,0.9952,-0.1633,-0.2654,0.22,-0.1093,0.8269,-0.2002,region_G,commercial,tariff_5,imported,electric,electric,DOHC,gen_4,F,12637.19,11329.83,9858.4,12585.65,13139.1,9858.4,12585.65,13139.1,12377.46,0.6,3,0
Q00276,20,11,0.17,1,4,188.0,4.1,18,19,71.4,4,14.0,-0.0828,-0.7944,-1.1012,-2.1413,0.1136,-0.79,1.057,-0.0239,0.9996,region_A,commercial,tariff_4,imported,electric,hydraulic,SOHC,gen_3,M,9378.57,9561.81,12172.5,10999.55,8980.44,8980.44,9561.81,12172.5,10524.28,0.4,1,0
Q00277,65,14,0.139,0,4,140.0,3.3,17,16,73.5,8,11.5,1.5946,0.2999,-1.2106,-0.1783,-0.4018,1.6305,0.4404,0.2717,-0.7652,region_G,standard,tariff_2,domestic,flex,manual,SOHC,gen_1,F,6018.83,7834.53,7468.25,7665.4,9993.4,6018.83,7665.4,9993.4,7210.21,0.8,2,0
Q00278,47,9,0.198,7,2,133.0,5.2,14,19,64.2,4,13.8,-0.443,-0.1533,-1.2735,-0.816,0.44,-1.6061,0.5091,1.7521,0.9209,region_C,commercial,tariff_1,imported,gasoline,manual,DOHC,gen_4,M,6680.29,9414.06,6991.73,13082.48,11294.02,6680.29,9414.06,13082.48,9718.89,0.4,3,0
Q00279,27,10,0.166,8,4,179.0,2.9,17,16,80.1,4,13.7,-0.472,0.443,0.9757,-0.2178,1.235,0.3845,-0.1299,-0.1576,0.1836,region_B,special,tariff_5,imported,flex,electric,SOHC,gen_3,M,8496.12,7467.9,8574.21,10743.69,7569.94,7467.9,8496.12,10743.69,7888.46,0.6,1,0
Q00280,35,4,0.096,8,4,194.0,1.1,17,14,67.7,4,9.9,-1.7074,0.6017,-0.0574,2.9236,1.6637,-0.8742,-0.3356,-0.9443,-0.1915,region_B,standard,tariff_1,domestic,diesel,hydraulic,SOHC,gen_3,F,10167.22,8923.94,14875.71,18885.75,13235.81,8923.94,13235.81,18885.75,13584.75,0.4,2,1
Q00281,48,3,0.104,8,4,140.0,2.1,20,20,85.4,4,13.2,-0.0424,1.0919,0.1009,1.7178,-0.7623,-0.0095,0.7911,0.5792,0.9058,region_C,commercial,tariff_1,imported,electric,electric,SOHC,gen_4,F,12420.32,14869.0,15564.41,16750.69,17028.98,12420.32,15564.41,17028.98,14776.8,0.8,2,0
Q00282,36,6,0.114,8,4,153.0,3.3,17,17,67.6,8,12.8,0.6569,-1.1321,-0.0154,-1.4394,1.1008,0.6661,-0.5632,-1.1327,0.681,region_F,special,tariff_2,domestic,diesel,electric,SOHC,gen_4,M,11222.03,16925.58,10090.8,14260.4,13922.91,10090.8,13922.91,16925.58,14529.6,0.2,3,0
Q00283,25,13,0.028,6,4,109.0,3.4,14,18,64.9,16,12.7,0.8362,0.2216,-1.1257,0.5557,0.5497,1.022,0.8344,-0.2106,0.4205,region_F,standard,tariff_6,imported,gasoline,manual,DOHC,gen_1,M,6675.93,12262.8,8395.58,9832.61,8476.11,6675.93,8476.11,12262.8,9026.63,0.4,2,0
Q00284,53,8,0.05,5,4,105.0,3.5,20,17,98.8,4,13.4,0.1082,-0.3635,-0.6707,0.7989,0.9745,-0.0607,1.2359,-0.599,1.0159,region_F,special,tariff_4,domestic,diesel,hydraulic,SOHC,gen_2,F,10222.17,9605.43,10222.17,12948.68,11837.88,9605.43,10222.17,12948.68,11156.09,0.4,2,0
Q00285,54,5,0.217,9,4,202.0,4.2,17,15,86.3,4,10.3,0.9558,-0.0986,-0.6204,-0.3379,-0.0919,0.7612,-0.8414,-0.7018,0.2031,region_A,commercial,tariff_1,domestic,gasoline,electric,SOHC,gen_1,M,10229.28,10567.14,11641.15,16115.62,14390.27,10229.28,11641.15,16115.62,12810.65,0.4,2,0
Q00286,26,12,0.117,3,4,177.0,2.2,15,20,97.5,4,10.4,0.7312,0.8644,-1.4053,0.1783,-0.187,-0.6625,-0.6944,-0.2501,-1.6447,region_H,standard,tariff_6,domestic,diesel,electric,SOHC,gen_1,F,8352.19,8632.78,9895.45,11043.49,8875.78,8352.19,8875.78,11043.49,8324.7,1.0,2,0
Q00287,34,13,0.064,1,4,178.0,4.0,19,15,79.6,4,11.8,1.113,0.9731,-0.5042,0.276,0.9357,0.2455,-0.5457,0.8999,-0.3781,region_D,special,tariff_6,imported,flex,manual,DOHC,gen_1,M,12135.38,8719.16,8193.98,8356.83,8110.74,8110.74,8356.83,12135.38,7612.73,1.0,2,0
Q00288,32,14,0.169,8,4,166.0,4.2,16,20,61.3,4,12.4,0.9843,1.3984,-1.0813,-1.3466,0.9547,1.0022,-1.467,1.1057,-1.8044,region_A,commercial,tariff_5,imported,diesel,hydraulic,DOHC,gen_3,F,8336.57,8034.02,6662.4,8590.51,9625.46,6662.4,8336.57,9625.46,7433.25,0.8,1,1
